Matrix ID,Matrix Tag Comment,Matrix Type,Diff. Matrix Info.,Branch/Terr.,Home Branch,Bill To ID,Customer ID,Customer Name,Price Class,Outside Salesperson,Price Line,SellGroupAll,SellGroupMscAll,SellGroupMregAll,PROD_NBR,Product Description,Price Date Ovrd.,LIST,UMSP,CMP,STD-COST,REP-COST,AVG-COST,LASTCOST,Lnd Cost,Avg Lnd,Price Basis#,Price Formula,Qty Break Basis,Qty Break Formula,Qty Brk. Form Constant,Qty Break Points,Qty Break UOM,Qty Brk. Form Multplier,Split Qty,Cost Basis#,Cost Formula,Effective Date,Expire Date,Enable Rnding Rules
1002~159~1073693~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,DIVTECH,1073693,DIVERS HEAT PUMP RISER 2 PCS 3 IN,,6.080,0,4.833,2.431,2.360,2.360,2.360,2.360,2.360,1,$3.500,1,$3.500,3.50000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~609755~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609755,REHAU 1-1/2X1-1/2 MPT EVERLOC LF,,68.480,0,81.410,30.329,29.446,29.446,29.446,29.446,29.446,28,GP16.56,28,GP16.56,0,,,119846596,N,,,12/01/2021,06/30/2022,N
1002~159~581158~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581158,REHAU 3/4X3/4 MPT EVERLOC LF BRS,,10.350,0,11.837,4.585,4.451,4.451,4.451,4.451,4.451,28,GP13.19,28,GP13.19,0,,,115194102,N,,,12/01/2021,06/30/2022,N
1002~159~99110~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,SU,99110,DIVERS CONDENSATE PUMP 115V (22,,99.700,0,70.365,39.882,38.720,38.720,38.720,38.720,38.720,1,$49.850,1,$49.850,49.85000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~581033~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581033,REHAU 3/4X1 CM EVERLOC LF BRS ADAPT,,9.440,0,10.800,4.181,4.059,4.059,4.059,4.059,4.059,28,GP13.21,28,GP13.21,0,,,115220648,N,,,12/01/2021,06/30/2022,N
1002~159~609689~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609689,REHAU 2X2X2 EVERLOC POLY TEE,,82.170,0,97.686,36.393,35.333,35.333,35.333,35.333,35.333,28,GP28.06,28,GP28.06,0,,,139004726,N,,,12/01/2021,06/30/2022,N
1100~159~82807~19694.2,,N,,1100,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,PRO1IAQ,PRO1IAQ,PRO1IAQ,FA2,82807,PRO1 NON-PROG 1H/1C 4 SCRN STAT,,82.810,0,50.251,28.150,27.330,27.330,27.330,27.330,27.330,28,GP23.84,28,GP23.84,0,,,131302521,N,,,12/01/2021,06/30/2022,N
1029~159~248345~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MT,248345,MILWTL 1-1/2 CONSTANT SWING,,83.700,49.990,52.970,37.265,36.180,36.180,36.180,36.180,36.180,5,*1.2821,5,*1.2821,0,,,128210000,N,,,04/01/2022,06/30/2022,N
1029~159~1238999~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MILWTOOL,1238999,MILWTL 9 7TPI THE TORCH W/NITRUS,,31.400,21.970,19.330,13.215,12.830,12.830,12.830,12.830,12.830,5,*1.4286,5,*1.4286,0,,,142860000,N,,,04/01/2022,06/30/2022,N
1044~159~2293~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MTA,2293,MILWTL R/A DRILL ATTCHMNT,,90.400,86.100,64.580,41.818,40.600,40.600,40.600,40.600,40.600,28,GP19.31,28,GP19.31,0,,,123931094,N,,,12/01/2021,06/30/2022,N
1006~159~286842~19694.2,,N,,1006,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,UPONOR,UPONOR,UPONOR PIPE,IKA,286842,UPONOR 3/4X100FT AQUAPEX WHT RED,,1.620,0,1.738,0.650,0.631,0.631,0.631,0.631,0.631,28,GP24.51,28,GP24.51,0,,,132467877,N,,,12/01/2021,06/30/2022,N
1029~159~1238908~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MILWTOOL,1238908,MILWTL 6 7TPI THE TORCH W/NITRUS,,24.200,16.970,14.930,10.197,9.900,9.900,9.900,9.900,9.900,5,*1.3334,5,*1.3334,0,,,133340000,N,,,04/01/2022,06/30/2022,N
1039~159~718821~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REFRIG,REFRIG,AGAS,AGAS,718821,REFRIG R407A 25LB CYLINDER R407A25,,948.682,0,585.470,368.420,368.420,368.420,368.420,368.420,368.420,4,$350.0000,4,$350.0000,350.00000,,,0,N,,,04/01/2022,06/30/2022,N
1002~159~1099333~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOSOFT,AOSOFT,AOSOFT,AOSOFT,1099333,AOSMTH AOW-AS20 INLINE DESCALER,,230.000,0,214.140,118.450,115.000,115.000,115.000,115.000,115.000,28,+33.55936,28,+33.55936,0,,,133559360,N,,,12/01/2021,06/30/2022,N
1029~159~2177~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MTA,2177,MILWTL 6 5TPI 5PK AX SAWZALL BLADE,,22.700,22.000,17.130,9.157,8.890,8.890,8.890,8.890,8.890,5,*1.6667,5,*1.6667,0,,,166670000,N,,,04/01/2022,06/30/2022,N
1039~159~64182~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,CODY,CODY,MSC DUCT RED,DP2,64182,CODY 8X6 SGL WALL DUCT PIPE REDUCER,,13.570,0,10.332,5.428,5.270,5.270,5.270,5.270,5.270,5,*1.4472,5,*1.4472,0,,,144720000,N,,,04/01/2022,06/30/2022,N
1023~159~48424~19694.2,,N,,1023,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,PVCPIPE,PVCPIPE,PVCPIPE SPECIAL,PP1,48424,CHARP 3/4X20 PR-200 PIPE-BE (PVC,,1.339,0,0.956,0.670,0.650,0.650,0.650,0.650,0.650,28,GP39.34,28,GP39.34,0,,,164853281,N,,,12/01/2021,06/30/2022,N
1002~159~10610~19633.2,,O,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASF,GP1,10610,DURLINE 1-1/4 COMPXMIP COATED MIP,,21.800,0,55.050,22.454,21.800,21.800,21.800,21.800,21.800,,,,,,,,,N,5,$29.6670,10/01/2021,12/31/2022,N
1002~159~662428~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,662428,REHAU 3/4X1 CM EVERLOC LF BRS ELL,,33.540,0,38.351,14.855,14.422,14.422,14.422,14.422,14.422,28,GP13.23,28,GP13.23,0,,,115247205,N,,,12/01/2021,06/30/2022,N
1029~159~968251~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MILWTOOL,968251,MILWTL CUT LVL 1 INSULATED GLOVES L,,11.200,10.400,7.970,5.263,5.110,5.110,5.110,5.110,5.110,5,*1.4287,5,*1.4287,0,,,142870000,N,,,04/01/2022,06/30/2022,N
1008~159~3198~19694.2,,N,,1008,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,3198,AOSMTH WRRNTY EXT 4 YR PROMAX 10,,204.000,0,245.823,105.060,102.000,102.000,102.000,102.000,102.000,28,GP41.04,28,GP41.04,0,,,169606513,N,,,12/01/2021,06/30/2022,N
1029~159~1422024~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MTA,1422024,MILWTL MILWAUKEE 3/16 COBALT RED,,6.700,0,4.090,2.802,2.720,2.720,2.720,2.720,2.720,5,*1.8183,5,*1.8183,0,,,181830000,N,,,04/01/2022,06/30/2022,N
1029~159~1098746~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MILWTOOL,1098746,MILWTL CUT LVL 1 INSULATED GLOVES,,11.200,10.400,7.970,5.263,5.110,5.110,5.110,5.110,5.110,5,*1.4287,5,*1.4287,0,,,142870000,N,,,04/01/2022,06/30/2022,N
1002~159~48159~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,PVCPIPE,PVCPIPE,PVCPIPE SMALL,PP,48159,PVCPIPE 1X20 SCH40 PVC SOLID,,1.813,0,1.281,0.906,0.880,0.880,0.880,0.880,0.880,28,GP5.22,28,GP5.22,0,,,105507491,N,,,12/01/2021,06/30/2022,N
1039~159~488~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOTANKLS,AOTANKLS,AOTANKLS,AOS,488,AOSMTH NG INDOOR COND 180K,,1942.000,0,1678.456,1000.130,971.000,971.000,971.000,971.000,971.000,28,D0.700000,28,D0.700000,0,,,142857143,N,,,04/01/2022,06/30/2022,N
1002~159~104259~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,NUCALGON,NUCALGON,NUCALGON,GA2,104259,NUCAL 2LB CANISTER 4300-11,,171.340,0,167.525,81.967,79.580,79.580,79.580,79.580,79.580,1,$102.460,1,$102.460,102.46000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~10266~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASF,GP1,10266,DURLINE GAS MOT RISER 24VX36H 3/4,,23.220,0,62.470,23.917,23.220,23.220,23.220,23.220,23.220,28,GP33.77,28,GP33.77,0,,,150988978,N,,,12/01/2021,06/30/2022,N
1002~159~899018~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,899018,REHAU 1X3/4 INL (4) 1/2 PEX OLT BRS,,125.100,0,132.420,55.407,53.793,53.793,53.793,53.793,53.793,28,GP24.45,28,GP24.45,0,,,132362674,N,,,12/01/2021,06/30/2022,N
1002~159~581142~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581142,REHAU 1X1X1/2 EVERLOC POLY TEE,,5.510,0,6.307,2.440,2.369,2.369,2.369,2.369,2.369,28,GP17.19,28,GP17.19,0,,,120758363,N,,,12/01/2021,06/30/2022,N
1029~159~153354~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW POW TOOL,MT,153354,MILWTL M18 2SPD GREASE GUN KIT W/1,,455.000,439.000,329.250,226.497,219.900,219.900,219.900,219.900,219.900,5,*1.25,5,*1.25,0,,,125000000,N,,,04/01/2022,06/30/2022,N
1039~159~1274150~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AORESID,AORESID,AORESID NG,AORESID,1274150,AOSMTH NG RES 30G TALL 32K BTU WTR,,1446.120,0,775.000,702.000,702.000,702.000,702.000,702.000,702.000,28,GP-9.23,28,GP-9.23,0,,,91549940,N,,,04/01/2022,06/30/2022,N
1002~159~10575~19633.2,,O,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASF,GP1,10575,DURLINE COATED COMPRESSION CPLG,,34.160,0,91.260,35.185,34.160,34.160,34.160,34.160,34.160,,,,,,,,,N,5,$34.1600,10/01/2021,12/31/2022,N
1039~159~107123~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AORESID,AORESID,AORESID NG,AOQ,107123,AOSMTH NG 50 GAL 40K WH,,1369.900,0,819.000,665.000,665.000,665.000,665.000,665.000,665.000,28,D0.686212,28,D0.686212,0,,,145727559,N,,,04/01/2022,06/30/2022,N
1029~159~1509670~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MILWTOOL,1509670,MILWTL OPEN-LOK 6PC MULTI-TOOL,,70.400,0,49.970,32.960,32.000,32.000,32.000,32.000,32.000,5,*1.4286,5,*1.4286,0,,,142860000,N,,,04/01/2022,06/30/2022,N
1002~159~609736~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609736,REHAU 1-1/4X1-1/4 EVERLOC POLY ELL,,13.530,0,16.092,5.993,5.818,5.818,5.818,5.818,5.818,28,GP28.07,28,GP28.07,0,,,139024051,N,,,12/01/2021,06/30/2022,N
1029~159~1413326~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MILWTOOL,1413326,MILWTL M12 FUEL PROPEX EXPANSN TOOL,,918.000,0,549.990,452.170,439.000,439.000,439.000,439.000,439.000,5,*1.1905,5,*1.1905,0,,,119050000,N,,,04/01/2022,06/30/2022,N
1002~159~1094436~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,IK2,1094436,REHAU 1/2 RAUPEX RED UV SHIELD PIPE,,1.017,0,1.050,0.450,0.437,0.437,0.437,0.437,0.437,28,GP21.63,28,GP21.63,0,,,127599847,N,,,12/01/2021,06/30/2022,N
1002~159~39525~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,IK5,39525,REHAU 1/2 RAUPEX PIPE 20FT BLUE,,1.017,0,1.134,0.450,0.437,0.437,0.437,0.437,0.437,28,GP21.63,28,GP21.63,0,,,127599847,N,,,12/01/2021,06/30/2022,N
1044~159~6580~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MALCO,MALCO,MSC HVAC TOOLS,TM1,6580,MALCO 1X25 MAGNETIC TIP TAPE,,30.840,0,33.530,15.420,14.971,14.971,14.971,14.971,14.971,28,GP20.83,28,GP20.83,0,,,126310471,N,,,12/01/2021,06/30/2022,N
1002~159~1498894~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,RECSEAL,RECSEAL,RECSEAL,RECSEAL,1498894,RECTORSEAL PRO-FIT 3/8IN QUIK CNECT,,27.372,0,19.401,10.949,10.630,10.630,10.630,10.630,10.630,5,GP30,5,GP30,0,,,142857143,N,,,12/01/2021,06/30/2022,N
1075~159~718822~19694.1,,N,,1075,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REFRIG,REFRIG,AGAS,AGAS,718822,REFRIG R407C 25LB CYLINDER R407C25,,948.682,0,584.380,368.420,368.420,368.420,368.420,368.420,368.420,28,GP19.14,28,GP19.14,0,,,123670542,N,,,12/01/2021,06/30/2022,N
1002~159~108100~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,108100,GLBSRC 10 MFD 370/440V OVAL RUN CAP,,13.802,0,13.209,5.521,5.360,5.360,5.360,5.360,5.360,1,$6.500,1,$6.500,6.50000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~657680~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,IK5,657680,REHAU 1/2 RAUPEX WHITE UV SHIELD,,1.017,0,1.050,0.450,0.437,0.437,0.437,0.437,0.437,28,GP21.63,28,GP21.63,0,,,127599847,N,,,12/01/2021,06/30/2022,N
1002~159~950468~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,950468,REHAU 5/8 EVERLOC PEXA SLEEVE,,0.460,0,0.510,0.204,0.198,0.198,0.198,0.198,0.198,28,GP19.14,28,GP19.14,0,,,123670542,N,,,12/01/2021,06/30/2022,N
1029~159~107244~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AORESID,AORESID,AORESID NG,AOQ,107244,AOSMTH NG 40 GAL 40K WH GCB-40,,1229.820,0,699.000,597.000,597.000,597.000,597.000,597.000,597.000,28,+5.36000,28,+5.36000,0,,,105360000,N,,,04/01/2022,06/30/2022,N
1039~159~17539~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,SIGMA,SIGMA,SIGMA,UI1,17539,BASS&HAYES MANHOLE RING,,130.000,0,265.724,133.900,130.000,130.000,130.000,130.000,130.000,28,D0.376124,28,D0.376124,0,,,265869766,N,,,04/01/2022,06/30/2022,N
1029~159~52142~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MTA,52142,MILWTL 1/4X3-1/2 PILOT DRILL HOLE,,6.000,4.500,3.010,2.163,2.100,2.100,2.100,2.100,2.100,5,*2,5,*2,0,,,200000000,N,,,04/01/2022,06/30/2022,N
1002~159~91014~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,IMPSTLP,IMPSTLP,IMPSTLP SMALL,SN2,91014,ISTLPIPE 2 STD BLK A53A T&C PIPE,,10.238,0,7.470,4.095,3.976,3.976,3.976,3.976,3.976,28,GP1.96,28,GP1.96,0,,,101999184,N,,,12/01/2021,06/30/2022,N
1029~159~323985~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MT,323985,MILWTL PERFORMANCE WORK GLOVES XL,,27.900,25.900,20.930,13.514,13.120,13.120,13.120,13.120,13.120,5,*1.1765,5,*1.1765,0,,,117650000,N,,,04/01/2022,06/30/2022,N
1029~159~2213~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MTA,2213,MILWTL 8 8/12TPI 5PK SAWZALL BLADE,,19.900,19.200,14.950,8.055,7.820,7.820,7.820,7.820,7.820,5,*1.6666,5,*1.6666,0,,,166660000,N,,,04/01/2022,06/30/2022,N
1002~159~9799~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASP,GP,9799,DURLINE POLY GAS PIPE 2X500,,0.999,0,2.240,1.029,0.999,0.999,0.999,0.999,0.999,28,GP37.62,28,GP37.62,0,,,160307791,N,,,12/01/2021,06/30/2022,N
1002~159~108075~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,108075,GLBSRC 35/5 MFD 370/440V RND RUN,,34.840,0,34.435,13.936,13.530,13.530,13.530,13.530,13.530,1,$16.400,1,$16.400,16.40000,,,0,N,,,04/11/2022,05/06/2022,N
1029~159~1400~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MTA,1400,MILWTL 44-7/8 18TPI 3PK BI-MTL BAND,,26.600,25.200,13.990,12.360,12.000,12.000,12.000,12.000,12.000,5,*1.6667,5,*1.6667,0,,,166670000,N,,,04/01/2022,06/30/2022,N
1029~159~1422022~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MTA,1422022,MILWTL MILWAUKEE 9/64 COBALT RED,,5.200,0,3.350,2.297,2.230,2.230,2.230,2.230,2.230,5,*1.6665,5,*1.6665,0,,,166650000,N,,,04/01/2022,06/30/2022,N
1002~159~296178~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,BERRYPLS,BERRYPLS,MSC TAPE,AR,296178,BERRYPLST 338 FSK FOIL TAPE 3X50YD,,31.003,0,29.130,12.401,12.040,12.040,12.040,12.040,12.040,1,$16.000,1,$16.000,16.00000,,,0,N,,,04/11/2022,05/06/2022,N
1008~159~3106~19694.2,,N,,1008,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,3106,AOSMTH BLOCKED INLET PROVER SWITCH,,86.000,0,98.075,44.290,43.000,43.000,43.000,43.000,43.000,28,GP37.96,28,GP37.96,0,,,161186331,N,,,12/01/2021,06/30/2022,N
1100~159~78706~19694.2,,N,,1100,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIALMFG,DIALMFG,DIALMFG CLR PMPS MTR,MA,78706,DIAL 1HP 2SPD MOTOR 115V 2395,,257.430,0,241.570,102.959,99.960,99.960,99.960,99.960,99.960,28,GP21.1,28,GP21.1,0,,,126742712,N,,,12/01/2021,06/30/2022,N
1002~159~13209~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,BERRYPLS,BERRYPLS,MSC TAPE,AR,13209,BERRYPLST 324A PRINTED FOIL TAPE,,35.432,0,33.270,14.173,13.760,13.760,13.760,13.760,13.760,1,$18.000,1,$18.000,18.00000,,,0,N,,,04/11/2022,05/06/2022,N
1029~159~473~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL PROMO,MILWTOOL ACC,MTA,473,MILWTL 21PC THUNDERBOLT BLK OXIDE,,44.000,29.990,19.990,16.974,16.480,16.480,16.480,16.480,16.480,5,*1.3889,5,*1.3889,0,,,138890000,N,,,04/01/2022,06/30/2022,N
1075~159~715879~19694.1,,N,,1075,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REFRIG,REFRIG,AGAS,AGAS,715879,REFRIG R404A 24LB CYLINDER R404A24,,1008.319,0,585.470,391.580,391.580,391.580,391.580,391.580,391.580,28,GP0.9,28,GP0.9,0,,,100908174,N,,,12/01/2021,06/30/2022,N
1002~159~1059805~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL,GLOBAL,1059805,GLBSRC AMRAD MULTI 67.5 AND UP,,136.218,0,164.414,54.487,52.900,52.900,52.900,52.900,52.900,1,$64.100,1,$64.100,64.10000,,,0,N,,,04/11/2022,05/06/2022,N
1044~159~675593~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL PROMO,MILW POW TOOL,MILWTOOL,675593,MILWTL M18 FUEL HACKZALL (BARE),,264.000,159.000,149.000,126.350,122.670,122.670,122.670,122.670,122.670,28,GP7.65,28,GP7.65,0,,,108283703,N,,,12/01/2021,06/30/2022,N
1040~159~83374~19815,,N,,1040,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIALMFG,DIALMFG,DIALMFG CLR PMPS MTR,MA,83374,DIAL COOLER PMP UP TO 8500 CFM 1016,,34.896,0,40.720,13.957,13.550,13.550,13.550,13.550,13.550,28,GP35.63,28,GP35.63,0,,,155351872,N,,,04/01/2022,06/30/2022,N
1002~159~693736~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,IK5,693736,REHAU 1X20 RAUPEX BLUE UV SHIELD,,2.819,0,3.132,1.248,1.212,1.212,1.212,1.212,1.212,28,GP49.92,28,GP49.92,0,,,199680511,N,,,12/01/2021,06/30/2022,N
1002~159~10628~19633.2,,O,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASF,GP1,10628,DURLINE COATED MIP ADPT W/STIFF 2,,36.870,0,88.320,37.976,36.870,36.870,36.870,36.870,36.870,,,,,,,,,N,5,$55.6530,10/01/2021,12/31/2022,N
1006~159~64633~19694.2,,N,,1006,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,WESTERN,WESTERN,WESTERN,RQ2,64633,WSTPOTY HP/HET ELONG ADA TOILET,,203.450,0,123.199,81.370,79.000,79.000,79.000,79.000,79.000,28,GP-11.37,28,GP-11.37,0,,,89790787,N,,,12/01/2021,06/30/2022,N
1002~159~662469~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,662469,REHAU 1/2 IN.X3/8 IN. COMP EVERLOC,,20.460,0,24.322,9.062,8.798,8.798,8.798,8.798,8.798,28,GP14.18,28,GP14.18,0,,,116522955,N,,,12/01/2021,06/30/2022,N
1002~159~417368~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,DIVTECH,417368,DIVERS LIQUID FLEX INJECT SEALANT,,128.830,0,90.503,51.531,50.030,50.030,50.030,50.030,50.030,1,$64.410,1,$64.410,64.41000,,,0,N,,,04/11/2022,05/06/2022,N
1029~159~1795~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MT,1795,MILWTL SHOCKWAVE 12PC DR GUIDE SET,,18.500,17.600,13.200,8.549,8.300,8.300,8.300,8.300,8.300,5,*1.6666,5,*1.6666,0,,,166660000,N,,,04/01/2022,06/30/2022,N
1039~159~108843~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AORESID,AORESID,AORESID,AORESID,108843,AOSMTH NG 40 GAL 40K WH WR,,1178.320,0,665.000,572.000,572.000,572.000,572.000,572.000,572.000,28,GP38.32,28,GP38.32,0,,,162127108,N,,,04/01/2022,06/30/2022,N
1039~159~63824~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,CODY,CODY,MSC DUCT ELBOWS,DP8,63824,CODY 4 SGL WALL DUCT ADJ 90 ELL,,6.438,0,4.284,2.575,2.500,2.500,2.500,2.500,2.500,5,*1.4463,5,*1.4463,0,,,144630000,N,,,04/01/2022,06/30/2022,N
1002~159~419372~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AIREX,AIREX,AIREX,AIREX,419372,AIREX 1 BLK E-FLEX 75FT PROTECTIVE,,500.500,0,640.600,238.445,231.500,231.500,231.500,231.500,231.500,1,$270.000,1,$270.000,270.00000,,,0,N,,,04/11/2022,05/06/2022,N
1029~159~GFORDMTR~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,,,,,GFORDMTR,,,0,0,0,0,0,0,0,0,0,5,D.75,5,D.75,0,,,133333333,N,,,04/01/2022,06/30/2022,N
1039~159~718816~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REFRIG,REFRIG,AGAS,AGAS,718816,REFRIG R410A 25LB CYLINDER R410A25,,948.682,0,585.470,368.420,368.420,368.420,368.420,368.420,368.420,4,$350.0000,4,$350.0000,350.00000,,,0,N,,,04/01/2022,06/30/2022,N
