Matrix ID,Matrix Tag Comment,Matrix Type,Diff. Matrix Info.,Branch/Terr.,Home Branch,Bill To ID,Customer ID,Customer Name,Price Class,Outside Salesperson,Price Line,SellGroupAll,SellGroupMscAll,SellGroupMregAll,PROD_NBR,Product Description,Price Date Ovrd.,LIST,UMSP,CMP,STD-COST,REP-COST,AVG-COST,LASTCOST,Lnd Cost,Avg Lnd,Price Basis#,Price Formula,Qty Break Basis,Qty Break Formula,Qty Brk. Form Constant,Qty Break Points,Qty Break UOM,Qty Brk. Form Multplier,Split Qty,Cost Basis#,Cost Formula,Effective Date,Expire Date,Enable Rnding Rules
1008~159~379861~19694.2,,N,,1008,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOPARTS,379861,AOSMTH DIPTUBE PP PEX 3/4 X 3 X 40,,48.000,0,54.768,24.720,24.000,24.000,24.000,24.000,24.000,28,GP23.36,28,GP23.36,0,,,130480167,N,,,12/01/2021,06/30/2022,N
1008~159~2804~19694.2,,N,,1008,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,2804,AOSMTH BRNR ASSY NG GCV50 100 SRS,,194.000,0,221.623,99.910,97.000,97.000,97.000,97.000,97.000,28,GP28.84,28,GP28.84,0,,,140528387,N,,,12/01/2021,06/30/2022,N
1002~159~108089~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,108089,GLBSRC 40/5 MFD 370/440V RND RUN,,42.050,0,43.299,16.820,16.330,16.330,16.330,16.330,16.330,1,$19.790,1,$19.790,19.79000,,,0,N,,,04/11/2022,05/06/2022,N
1029~159~30711~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,VERTEX,VERTEX,VERTEX,WF,30711,VERTEX CARBON BLOCK FLTR CARTRIDGE,,2.490,0,4.620,2.565,2.490,2.490,2.490,2.490,2.490,28,GP29.994541,28,GP29.994541,0,,,142846003,N,,,04/01/2022,06/30/2022,N
1006~159~353232~19694.2,,N,,1006,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,UPONOR,UPONOR,UPONOR PIPE,IKA,353232,UPONOR 3/4X20FT AQUAPEX WHT BLUE,,1.767,0,1.738,0.709,0.688,0.688,0.688,0.688,0.688,28,GP25.43,28,GP25.43,0,,,134102186,N,,,12/01/2021,06/30/2022,N
1002~159~90454~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,WOODFORD,WOODFORD,WOODFORD,FM2,90454,WOODFRD 5FT FR-PRF YARD HYD 3/4,,130.750,0,188.694,75.753,73.547,73.547,73.547,73.547,73.547,28,GP27.64,28,GP27.64,0,,,138197899,N,,,12/01/2021,06/30/2022,N
1039~159~61063~19801,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,CMC,CMC,CMC,NW,61063,CMCMFG BLK MAMBA GLOVES XLARGE,,56.650,0,39.580,22.660,22.000,22.000,22.000,22.000,22.000,4,-42.521475,4,-42.521475,0,,,57478525,N,,,03/18/2022,06/30/2022,N
1002~159~609708~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609708,REHAU 1-1/4X1X1 EVERLOC POLY TEE,,14.260,0,16.945,6.316,6.132,6.132,6.132,6.132,6.132,28,GP28.05,28,GP28.05,0,,,138985407,N,,,12/01/2021,06/30/2022,N
1008~159~113291~19694.2,,N,,1008,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,113291,<D> AOSMTH COND NEUTRALIZATION KIT,,178.000,0,193.130,91.670,89.000,89.000,89.000,89.000,89.000,28,GP38.96,28,GP38.96,0,,,163826999,N,,,12/01/2021,06/30/2022,N
1002~159~609744~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609744,REHAU 1-1/2X1-1/2 CF EVERLOC BRS,,65.510,0,72.120,29.014,28.169,28.169,28.169,28.169,28.169,28,GP16.56,28,GP16.56,0,,,119846596,N,,,12/01/2021,06/30/2022,N
1039~159~103882~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REFRIG,REFRIG,HONEYGEN,GAC,103882,REFRIG R22 30LB CYLINDER R2230,,3090.000,0,1593.780,1200.000,1200.000,1200.000,1200.000,1200.000,1200.000,4,$950.0000,4,$950.0000,950.00000,,,0,N,,,04/01/2022,06/30/2022,N
1002~159~609715~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609715,REHAU 1-1/2X1-1/4X1-1/4 EVERLOC BRS,,103.230,0,118.001,45.721,44.389,44.389,44.389,44.389,44.389,28,GP13.22,28,GP13.22,0,,,115233925,N,,,12/01/2021,06/30/2022,N
1044~159~5595~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MALCO,MALCO,MSC HVAC TOOLS,N,5595,MALCO REDLINE 5 BLADE O/SCRIMPER,,64.661,0,80.350,32.331,31.389,31.389,31.389,31.389,31.389,28,GP12.45,28,GP12.45,0,,,114220445,N,,,12/01/2021,06/30/2022,N
1002~159~104255~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,NUCALGON,NUCALGON,NUCALGON,GA2,104255,NUCAL RX11-FLUSH STARTER KIT,,211.220,0,201.889,101.053,98.110,98.110,98.110,98.110,98.110,1,$126.320,1,$126.320,126.32000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~48176~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,PVCPIPE,PVCPIPE,PVCPIPE SMALL,PP,48176,PVCPIPE 2X20 SCH40 PVC SOLID,,3.729,0,2.641,1.864,1.810,1.810,1.810,1.810,1.810,28,GP-2.34,28,GP-2.34,0,,,97713504,N,,,12/01/2021,06/30/2022,N
1002~159~108096~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,108096,GLBSRC 5 MFD 370/440V OVAL RUN CAP,,10.352,0,9.945,4.141,4.020,4.020,4.020,4.020,4.020,1,$4.870,1,$4.870,4.87000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~581150~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581150,REHAU 3/4X3/4 CF EVERLOC BRS ADPT,,18.340,0,20.963,8.123,7.886,7.886,7.886,7.886,7.886,28,GP13.21,28,GP13.21,0,,,115220648,N,,,12/01/2021,06/30/2022,N
1002~159~581155~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581155,REHAU 1X1 CM EVERLOC LF BRS ADAPT,,16.570,0,18.943,7.339,7.125,7.125,7.125,7.125,7.125,28,GP13.2,28,GP13.2,0,,,115207373,N,,,12/01/2021,06/30/2022,N
1002~159~10558~19633.2,,O,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASF,GP1,10558,DURLINE COATED COMPRESSION CPLG,,22.250,0,61.030,22.918,22.250,22.250,22.250,22.250,22.250,,,,,,,,,N,5,$39.7170,10/01/2021,12/31/2022,N
1029~159~125623~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MTA,125623,MILWTL 6 STRAIGHT JAW PLIERS,,19.800,18.700,14.030,9.785,9.500,9.500,9.500,9.500,9.500,5,*1.3333,5,*1.3333,0,,,133330000,N,,,04/01/2022,06/30/2022,N
1002~159~609671~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609671,REHAU 2X2 EVERLOC POLY CPL,,47.360,0,56.311,20.976,20.365,20.365,20.365,20.365,20.365,28,GP28.06,28,GP28.06,0,,,139004726,N,,,12/01/2021,06/30/2022,N
1002~159~609752~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609752,REHAU 2X2 CF EVERLOC BRS ADPT LF,,171.330,0,203.699,75.882,73.672,73.672,73.672,73.672,73.672,28,GP16.56,28,GP16.56,0,,,119846596,N,,,12/01/2021,06/30/2022,N
1044~159~959944~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MILWTOOL,959944,MILWTL 64PC STD DRVR BIT SET,,63.800,48.600,45.600,29.355,28.500,28.500,28.500,28.500,28.500,28,GP18.67,28,GP18.67,0,,,122955859,N,,,12/01/2021,06/30/2022,N
1029~159~1424819~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MILWTOOL,1424819,MILWTL PACKOUT RACKING SHELF,,80.000,0,49.990,38.110,37.000,37.000,37.000,37.000,37.000,5,*1.25,5,*1.25,0,,,125000000,N,,,04/01/2022,06/30/2022,N
1002~159~108071~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,108071,GLBSRC 30/5 MFD 370/440V RND RUN,,32.960,0,33.191,13.184,12.800,12.800,12.800,12.800,12.800,1,$15.510,1,$15.510,15.51000,,,0,N,,,04/11/2022,05/06/2022,N
1008~159~15597~19694.2,,N,,1008,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,15597,AOSMTH PILOT ASSY KIT NG 100111380,,45.000,0,50.948,23.175,22.500,22.500,22.500,22.500,22.500,28,GP35.62,28,GP35.62,0,,,155327742,N,,,12/01/2021,06/30/2022,N
1002~159~609665~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609665,REHAU 1-1/2 EVERLOC PEXA SLEEVE,,1.980,0,2.138,0.877,0.851,0.851,0.851,0.851,0.851,28,GP18.58,28,GP18.58,0,,,122819946,N,,,12/01/2021,06/30/2022,N
1002~159~481422~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,481422,REHAU 1 RAUPEX RED UV SHIELD PIPE,,2.819,0,3.132,1.248,1.212,1.212,1.212,1.212,1.212,28,GP21.89,28,GP21.89,0,,,128024581,N,,,12/01/2021,06/30/2022,N
1002~159~1484534~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,FIELDPC,FIELDPC,FIELDPC,FIELDPC,1484534,FIELDPIECE RUNQUICK VAC PUMP 10 CFM,,929.000,0,1092.647,579.859,562.970,562.970,562.970,562.970,562.970,1,$650.000,1,$650.000,650.00000,,,0,N,,,04/11/2022,05/06/2022,N
1039~159~64656~19805,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AQUATIC,AQUATIC,AQUATIC,LB,64656,AQTC 60X30X72 3-PC GEL T&S CNTR DRN,,1197.000,0,700.656,614.972,597.060,597.060,597.060,597.060,597.060,28,D0.872301,28,D0.872301,0,,,114639327,N,,,03/22/2022,06/30/2022,N
1044~159~302587~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW POW TOOL,MT,302587,<D> MILWTL M18 PRESS TOOL KIT W/1/2,,5804.000,3499.000,3724.322,2849.433,2766.440,2766.440,2766.440,2766.440,2766.440,28,GP10.96,28,GP10.96,0,,,112309075,N,,,12/01/2021,06/30/2022,N
1002~159~581030~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581030,REHAU 1X1X1 EVERLOC POLY TEE,,6.020,0,6.880,2.667,2.589,2.589,2.589,2.589,2.589,28,GP16.73,28,GP16.73,0,,,120091269,N,,,12/01/2021,06/30/2022,N
1039~159~65411~19805,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AQUATIC,AQUATIC,AQUATIC,LB,65411,AQTC 48X35X72 GEL SMTH WALL SHWR 2,,1174.000,0,577.780,634.841,616.350,616.350,616.350,616.350,616.350,28,D1.209221,28,D1.209221,0,,,82697869,N,,,03/22/2022,06/30/2022,N
1002~159~48256~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,PVCPIPE,PVCPIPE,PVCPIPE LARGE,PP,48256,PVCPIPE 4X20 SCH40 PVC SOLID,,9.723,0,6.719,4.862,4.720,4.720,4.720,4.720,4.720,28,GP11.68,28,GP11.68,0,,,113224638,N,,,12/01/2021,06/30/2022,N
1039~159~1314074~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,LINESET,LINESET,LINESET,LINESET,1314074,MUELLR 3/8 X 5/8 X 50 W/ 1/2,,445.660,0,272.220,243.286,236.200,236.200,236.200,236.200,236.200,4,$241.16,4,$241.16,241.16000,,,0,N,,,04/01/2022,06/30/2022,N
1039~159~56998~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,CODY,CODY,MSC DUCT PIPE ACC,DPA,56998,CODY 1X100 NON-PERF HGR STRAP 24G,,29.999,0,20.160,12.000,11.650,11.650,11.650,11.650,11.650,1,$17.4860,1,$17.4860,17.48600,,,0,N,,,04/01/2022,06/30/2022,N
1002~159~264~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,CPSPROD,CPSPROD,CPSPROD,FIRSTCO,264,CPS COMPRESSOR SAVER 2-5 TON CSRU2,,48.730,0,72.750,33.465,32.490,32.490,32.490,32.490,32.490,1,$40.000,1,$40.000,40.00000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~1498896~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,RECSEAL,RECSEAL,RECSEAL,RECSEAL,1498896,RECTORSEAL PRO-FIT 1/2IN QUIK CNECT,,28.325,0,20.084,11.330,11.000,11.000,11.000,11.000,11.000,5,GP30,5,GP30,0,,,142857143,N,,,12/01/2021,06/30/2022,N
1100~159~83055~19694.2,,N,,1100,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,ESSICK,ESSICK,ESSICK,MA2,83055,ESSICK ULTRACOOL ADVANTAGE ASA71,,1302.075,0,1062.493,520.830,505.660,505.660,505.660,505.660,505.660,28,GP9.4,28,GP9.4,0,,,110375276,N,,,12/01/2021,06/30/2022,N
1039~159~1225193~19787,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,ALLISPRT,ALLISPRT,ALLISPRT,ALLISPRT,1225193,ALISPRT TRANSCEND RECHARGEABLE,,44.990,0,58.730,26.677,25.900,25.900,25.900,25.900,25.900,28,GP21.538235,28,GP21.538235,0,,,127450612,N,,,03/04/2022,06/30/2022,N
1029~159~4429~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MTA,4429,MILWTL 7/16 SHANK LRG QC ARBOR,,36.300,27.700,19.000,13.184,12.800,12.800,12.800,12.800,12.800,5,*1.6667,5,*1.6667,0,,,166670000,N,,,04/01/2022,06/30/2022,N
1029~159~56249~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MTA,56249,MILWTL 5PK CARTON UTILITY BLADE,,6.200,5.700,3.610,2.678,2.600,2.600,2.600,2.600,2.600,5,*1.2015,5,*1.2015,0,,,120150000,N,,,04/01/2022,06/30/2022,N
1002~159~417368~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,DIVTECH,417368,DIVERS LIQUID FLEX INJECT SEALANT,,128.830,0,90.503,51.531,50.030,50.030,50.030,50.030,50.030,1,$64.410,1,$64.410,64.41000,,,0,N,,,04/11/2022,05/06/2022,N
1008~159~3966~19694.2,,N,,1008,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,3966,AOSMTH ZINC ANODE ROD 100108571,,76.000,0,87.885,39.140,38.000,38.000,38.000,38.000,38.000,28,GP42.01,28,GP42.01,0,,,172443525,N,,,12/01/2021,06/30/2022,N
1029~159~1142122~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MILWTOOL,1142122,MILWTL TINTED SAFETY GLASSES,,13.200,9.990,9.900,6.180,6.000,6.000,6.000,6.000,6.000,5,*2,5,*2,0,,,200000000,N,,,04/01/2022,06/30/2022,N
1002~159~100119~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DMSTLP,DMSTLP,DMSTLP SMALL,ST2,100119,DSTLPIPE 3/4 STD BLK A53A T&C DOM,,5.853,0,4.270,2.341,2.273,2.273,2.273,2.273,2.273,28,GP8.08,28,GP8.08,0,,,108790252,N,,,12/01/2021,06/30/2022,N
1029~159~31103~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,UNTDSALT,UNTDSALT,UNTDSALT,WF,31103,UNTDSALT SALT PELLETS 50 LB TRU,,17.381,0,17.090,6.953,6.750,6.750,6.750,6.750,6.750,28,GP20.54,28,GP20.54,0,,,125849484,N,,,04/01/2022,06/30/2022,N
1002~159~646480~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,IK5,646480,REHAU 1/2 RAUPEX WHITE UV SHIELD,,1.017,0,1.050,0.450,0.437,0.437,0.437,0.437,0.437,28,GP21.63,28,GP21.63,0,,,127599847,N,,,12/01/2021,06/30/2022,N
1039~159~54821~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,CODY,CODY,MSC DUCT WYES,DP5,54821,CODY 8X6X6 SGL WALL DUCT PIPE WYE,,25.518,0,16.979,10.207,9.910,9.910,9.910,9.910,9.910,5,*1.4484,5,*1.4484,0,,,144840000,N,,,04/01/2022,06/30/2022,N
1029~159~1413070~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MILWTOOL,1413070,MILWTL PEX & TUBING CUTTER,,52.100,0,29.970,22.969,22.300,22.300,22.300,22.300,22.300,5,*1.1765,5,*1.1765,0,,,117650000,N,,,04/01/2022,06/30/2022,N
1044~159~6558~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MALCO,MALCO,MSC HVAC TOOLS,TM1,6558,MALCO LEFT CUT MAX AVIATION SNIP,,42.170,0,49.450,21.085,20.471,20.471,20.471,20.471,20.471,28,GP12.47,28,GP12.47,0,,,114246544,N,,,12/01/2021,06/30/2022,N
1002~159~1498920~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,RECSEAL,RECSEAL,RECSEAL,RECSEAL,1498920,RECTORSEAL PRO-FIT 7/8IN QUIK CNECT,,60.332,0,42.765,24.133,23.430,23.430,23.430,23.430,23.430,5,GP30,5,GP30,0,,,142857143,N,,,12/01/2021,06/30/2022,N
1029~159~248237~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MT,248237,MILWTL 1 MINI CUTTER 48-22-4251,,37.100,22.990,23.970,16.686,16.200,16.200,16.200,16.200,16.200,5,*1.3698,5,*1.3698,0,,,136980000,N,,,04/01/2022,06/30/2022,N
1002~159~64612~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,WESTERN,WESTERN,WESTERN,RQ2,64612,WSTPOTY HE ROUND FRONT BOWL 1.28,,82.410,0,52.713,32.960,32.000,32.000,32.000,32.000,32.000,28,GP6.63,28,GP6.63,0,,,107100782,N,,,12/01/2021,06/30/2022,N
1039~159~61155~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURODYNE,DURODYNE,MSC COM DUCT ACC,DPA,61155,DURDYN FLEX DUCT CONNECTOR 10159,,332.688,0,377.070,205.601,199.613,199.613,199.613,199.613,199.613,1,$287.4500,1,$287.4500,287.45000,,,0,N,,,04/01/2022,06/30/2022,N
1029~159~1499194~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MILWTOOL,1499194,MILWTL FASTBACK 6 IN 1 FOLDING,,31.000,0,23.250,14.420,14.000,14.000,14.000,14.000,14.000,5,*1.3334,5,*1.3334,0,,,133340000,N,,,04/01/2022,06/30/2022,N
1002~159~94538~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,FQ8,94538,DIVERS 3/4X6 8 WHIP (BAGGED) THNN,,40.040,0,30.945,16.017,15.550,15.550,15.550,15.550,15.550,1,$22.880,1,$22.880,22.88000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~581178~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581178,REHAU STUB OUT ELL 1/2 IN. EVERLOC+,,18.110,0,21.535,8.021,7.787,7.787,7.787,7.787,7.787,28,GP14.18,28,GP14.18,0,,,116522955,N,,,12/01/2021,06/30/2022,N
1006~159~1457282~19694.2,,N,,1006,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,UPONOR,UPONOR,UPONOR PIPE,UPONOR,1457282,UPONOR 1X300FT AQUAPEX WHT RED,,2.917,0,3.124,1.170,1.136,1.136,1.136,1.136,1.136,28,GP16.65,28,GP16.65,0,,,119976005,N,,,12/01/2021,06/30/2022,N
1039~159~1153201~19787,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,ALLISPRT,ALLISPRT,ALLISPRT,ALLISPRT,1153201,ALISPRT SLIM+ POWER BANK LASER,,34.990,0,48.980,20.806,20.200,20.200,20.200,20.200,20.200,28,GP21.486792,28,GP21.486792,0,,,127367105,N,,,03/04/2022,06/30/2022,N
1002~159~142796~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,DIVTECH,142796,DIVERS WIRE CONN RED76B 100PK,,17.150,0,12.218,6.860,6.660,6.660,6.660,6.660,6.660,1,$9.800,1,$9.800,9.80000,,,0,N,,,04/11/2022,05/06/2022,N
1100~159~102337~19694.2,,N,,1100,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,SUPCO,SUPCO,SUPCO,GA6,102337,SEALED HARD START 90-277VAC SPP5,,10.198,0,11.990,5.211,4.950,4.950,4.950,4.950,4.950,28,GP51.76,28,GP51.76,0,,,207296849,N,,,12/01/2021,06/30/2022,N
1044~159~902487~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MILWTOOL,902487,MILWTL PACKOUT BACKPACK 48-22-8301,,207.600,119.000,119.000,98.365,95.500,95.500,95.500,95.500,95.500,28,GP-7.45,28,GP-7.45,0,,,93066543,N,,,12/01/2021,06/30/2022,N
1029~159~1120~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MTA,1120,MILWTL 9 14TPI 5PK SAWZALL BLADE,,28.400,27.400,18.890,11.454,11.120,11.120,11.120,11.120,11.120,5,*1.6666,5,*1.6666,0,,,166660000,N,,,04/01/2022,06/30/2022,N
1002~159~662462~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,662462,REHAU 3/4X3/4 NPS EVERLOC BRS FEM,,28.840,0,31.750,12.773,12.401,12.401,12.401,12.401,12.401,28,GP16.57,28,GP16.57,0,,,119860961,N,,,12/01/2021,06/30/2022,N
1002~159~581167~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581167,REHAU 3/4 EVERLOC POLY PLUG,,2.030,0,2.311,0.899,0.873,0.873,0.873,0.873,0.873,28,GP16.62,28,GP16.62,0,,,119932838,N,,,12/01/2021,06/30/2022,N
1040~159~83383~19815,,N,,1040,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIALMFG,DIALMFG,DIALMFG CLR PMPS MTR,MA5,83383,DIAL CONTRACTOR PUMP 115V 1023,,62.477,0,81.640,24.988,24.260,24.260,24.260,24.260,24.260,28,GP36.02,28,GP36.02,0,,,156298843,N,,,04/01/2022,06/30/2022,N
1002~160~657680~19694.2,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,REHAU,REHAU,REHAU,IK5,657680,REHAU 1/2 RAUPEX WHITE UV SHIELD,,1.017,0,1.050,0.450,0.437,0.437,0.437,0.437,0.437,28,GP21.63,28,GP21.63,0,,,127599847,N,,,12/01/2021,06/30/2022,N
1029~160~1126~19815,,N,,1029,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MTA,1126,MILWTL 12 14TPI COMPACT BLADE,,32.700,31.600,21.990,13.184,12.800,12.800,12.800,12.800,12.800,5,*1.6667,5,*1.6667,0,,,166670000,N,,,04/01/2022,06/30/2022,N
1008~160~364506~19694.2,,N,,1008,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,364506,AOSMTH HEATING ELMNT 5500W 240V,,63.000,0,71.327,32.445,31.500,31.500,31.500,31.500,31.500,28,GP20.52,28,GP20.52,0,,,125817816,N,,,12/01/2021,06/30/2022,N
1039~160~289779~19815,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,STYLCRST,STYLCRST,STYLCRST,GA3,289779,STYLEC 410A A/C HP 1836S4A,,790.654,0,645.170,316.262,307.050,307.050,307.050,307.050,307.050,28,GP61.65,28,GP61.65,0,,,260756193,N,,,04/01/2022,06/30/2022,N
1002~160~108089~19825,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,108089,GLBSRC 40/5 MFD 370/440V RND RUN,,42.050,0,43.299,16.820,16.330,16.330,16.330,16.330,16.330,1,$19.790,1,$19.790,19.79000,,,0,N,,,04/11/2022,05/06/2022,N
1002~160~108100~19825,,N,,1002,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,108100,GLBSRC 10 MFD 370/440V OVAL RUN CAP,,13.802,0,13.209,5.521,5.360,5.360,5.360,5.360,5.360,1,$6.500,1,$6.500,6.50000,,,0,N,,,04/11/2022,05/06/2022,N
1039~160~100141~19815,,N,,1039,1000,,160,CONTRACT CUSTOMER CHARGE,CMP,H1000,SELKVENT,SELKVENT,SELKVENT,MP,100141,SELKRK 5 RV ROUND 5 FT DBL WALL,,130.270,0,42.930,23.268,22.590,22.590,22.590,22.590,22.590,5,*1.4936,5,*1.4936,0,,,149360000,N,,,04/01/2022,06/30/2022,N
